Order,Family,Species Name,1980 GAA2 Red List Category,2004 GAA2 Red List Category,1980-2004 Genuine Change?,1980-2004 Primary Driver,Grouped 1980-2004 Primary Driver,1980-2004 Genuine downlisting due to conservation,2022 GAA2 Red List Category,2022 Red List Criteria,2004-2022 Genuine Change?, 2004-2022 Primary Driver,Grouped 2004-2022 Primary Driver,2004-2022 Genuine downlisting due to conservation,Afrotropical,Australasian/Oceanian,Indomalayan,Nearctic,Neotropical,Palearctic,Egg Laying,Free Living Larval Stage,Live Birth ,Water Breeding
ANURA,HYPEROLIIDAE,Hyperolius sylvaticus,LC,LC,No,,,,LC,,No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius tanneri,CR,CR,No,,,,CR,B1ab(iii)+2ab(iii),No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius thomensis,EN,EN,No,,,,EN,B1ab(iii),No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius tornieri,DD,DD,No,,,,DD,,No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius torrentis,VU,VU,No,,,,VU,B1ab(iii),No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius tuberculatus,LC,LC,No,,,,LC,,No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius tuberilinguis,LC,LC,No,,,,LC,,No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius ukwiva,EN,EN,No,,,,EN,B1ab(iii),No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius veithi,LC,LC,No,,,,LC,,No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius vilhenai,DD,DD,No,,,,DD,,No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius viridiflavus,LC,LC,No,,,,LC,,No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius viridigulosus,NT,NT,No,,,,NT,B1ab(iii),No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius viridis,LC,LC,No,,,,LC,,No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius watsonae,CR,CR,No,,,,CR,B1ab(iii),No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius xenorhinus,DD,DD,No,,,,DD,,No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,HYPEROLIIDAE,Hyperolius zonatus,LC,LC,No,,,,LC,,No,,,,1,,,,,,Yes,Yes,No,Yes
GYMNOPHIONA,INDOTYPHLIDAE,Hypogeophis brevis,EN,EN,No,,,,EN,B1ab(iii),No,,,,1,,,,,,Yes,Yes,No,Yes
GYMNOPHIONA,INDOTYPHLIDAE,Hypogeophis rostratus,LC,LC,No,,,,LC,,No,,,,1,,,,,,Yes,Yes,No,Yes
ANURA,MICROHYLIDAE,Hypopachus barberi,NT,NT,No,,,,NT,C2a(i),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,MICROHYLIDAE,Hypopachus guancasco,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,MICROHYLIDAE,Hypopachus pictiventris,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,MICROHYLIDAE,Hypopachus ustus,LC,LC,No,,,,LC,,No,,,,,,,1,1,,Yes,Yes,No,Yes
ANURA,MICROHYLIDAE,Hypopachus variolosus,LC,LC,No,,,,LC,,No,,,,,,,1,1,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis acuminatus,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis alfredi,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Unknown
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis asplenius,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis atricollaris,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis bannanicus,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis beddomei,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis bernisi,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis biangularis,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis billitonensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis cardamomensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis catlocensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis chaloensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis daribokensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Unknown
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis davidi,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis dulitensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis elongatus,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis garoensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Unknown
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis glandulosus,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis glutinosus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis humphreyi,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Unknown
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis hypocyaneus,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis javanicus,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis khumhzi,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Unknown
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis kodaguensis,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis kohtaoensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis lakimi,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Unknown
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis laosensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis larutensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis longicephalus,NT,NT,No,,,,NT,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis mindanaoensis,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis monochrous,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis moustakius,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Unknown
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis multicolor,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis nguyenorum,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis nigroflavus,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis nokrekensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Unknown
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis orthoplicatus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis paucidentulus,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis paucisulcus,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis pauli,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis pseudangularis,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis sendenyu,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Unknown
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis sikkimensis,LC,LC,No,,,,LC,,No,,,,,,1,,,1,Yes,Yes,No,Unknown
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis singaporensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis sumatranus,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis supachaii,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis tricolor,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis weberi,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,No
GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis youngorum,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
CAUDATA,SALAMANDRIDAE,Ichthyosaura alpestris,LC,LC,No,,,,LC,,No,,,,,,,,,1,Yes,Yes,No,Yes
GYMNOPHIONA,INDOTYPHLIDAE,Idiocranium russeli,DD,DD,No,,,,DD,,No,,,,1,,,,,,Yes,No,No,No
ANURA,CENTROLENIDAE,Ikakogi tayrona,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius alvarius,LC,LC,No,,,,LC,,No,,,,,,,1,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius aucoinae,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius aurarius,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius bocourti,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius campbelli,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius canaliferus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius cavifrons,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius chompipe,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,BUFONIDAE,Incilius coccifer,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius coniferus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius cristatus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,1,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius cycladen,VU,VU,No,,,,VU,"B1ab(iii,v)",No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius epioticus,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,BUFONIDAE,Incilius fastidiosus,EN,CR(PE),Genuine - uplisted,Disease,Disease,,CR(PE),D,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius gemmifer,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius guanacaste,EN,EN,No,,,,EN,"B1ab(i,ii,iii)",No,,,,,,,,1,,Yes,No,No,No
ANURA,BUFONIDAE,Incilius holdridgei,VU,CR,Genuine - uplisted,Disease,Disease,,CR,D,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius ibarrai,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius karenlipsae,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,Unknown,No,Unknown
ANURA,BUFONIDAE,Incilius leucomyos,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius luetkenii,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius macrocristatus,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius majordomus,CR,CR(PE),Genuine - uplisted,Disease,Disease,,CR(PE),D,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius marmoreus,LC,LC,No,,,,LC,,No,,,,,,,1,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius mazatlanensis,LC,LC,No,,,,LC,,No,,,,,,,1,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius mccoyi,LC,LC,No,,,,LC,,No,,,,,,,1,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius melanochlorus,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius nebulifer,LC,LC,No,,,,LC,,No,,,,,,,1,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius occidentalis,LC,LC,No,,,,LC,,No,,,,,,,1,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius periglenes,LC,EX,Genuine - uplisted,Disease,Disease,,EX,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius peripatetes,CR,CR,No,,,,CR(PE),D,Genuine - uplisted,Disease,Disease,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius perplexus,LC,LC,No,,,,LC,,No,,,,,,,1,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius pisinnus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius porteri,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius signifer,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius spiculatus,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius tacanensis,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius tutelarius,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Incilius valliceps,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana beddomii,EN,EN,No,,,,EN,"B1ab(iii,v)",No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana bhadrai,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana brachytarsus,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana chiravasi,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana duboisi,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,No
ANURA,RANIXALIDAE,Indirana gundia,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana leithii,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana longicrus,DD,DD,No,,,,DD,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana paramakri,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana salelkari,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana sarojamma,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,No
ANURA,RANIXALIDAE,Indirana semipalmata,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIXALIDAE,Indirana tysoni,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,No
ANURA,RANIXALIDAE,Indirana yadera,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana aurantiaca,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana caesari,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana doni,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana flavescens,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana indica,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana intermedia,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana magna,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana montana,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana nicobariensis,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana serendipi,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana sreeni,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana temporalis,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RANIDAE,Indosylvirana urbis,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
GYMNOPHIONA,INDOTYPHLIDAE,Indotyphlus battersbyi,DD,DD,No,,,,DD,,No,,,,,,1,,,,Unknown,Unknown,Unknown,Unknown
GYMNOPHIONA,INDOTYPHLIDAE,Indotyphlus maharashtraensis,DD,DD,No,,,,DD,,No,,,,,,1,,,,Unknown,Unknown,Unknown,Unknown
ANURA,DICROGLOSSIDAE,Ingerana borealis,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,DICROGLOSSIDAE,Ingerana charlesdarwini,VU,VU,No,,,,VU,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,No
ANURA,DICROGLOSSIDAE,Ingerana reticulata,DD,DD,No,,,,DD,,No,,,,,,,,,1,Yes,No,No,No
ANURA,DICROGLOSSIDAE,Ingerana tenasserimensis,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus biporcatus,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus celebensis,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus claviger,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus divergens,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus galeatus,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus gollum,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus kumquat,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus ledongensis,VU,VU,No,,,,NT,B2b(iii),Genuine - downlisted,Agriculture and aquaculture,Reduced-habitat,Yes,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus macrotis,LC,LC,No,,,,LC,,No,,,,,,1,,,1,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus parvus,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus philippinicus,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,BUFONIDAE,Ingerophrynus quadriporcatus,LC,LC,No,,,,LC,,No,,,,,,1,,,,Yes,Yes,No,Yes
ANURA,RHINODERMATIDAE,Insuetophrynus acarpicus,EN,EN,No,,,,EN,"B1ab(iii,iv,v)",No,,,,,,,,1,,Yes,Yes,No,Yes
ANURA,BRACHYCEPHALIDAE,Ischnocnema abdita,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema bocaina,LC,LC,No,,,,VU,D2,Genuine - uplisted,Climate change effects,Climate change effects,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema bolbodactyla,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema colibri,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema concolor,CR,CR,No,,,,CR,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema epipeda,CR,CR(PE),Genuine - uplisted,Disease,Disease,,CR(PE),D,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema erythromera,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema feioi,EN,NT,Genuine - downlisted,Timber and plant harvesting,Reduced-habitat,Yes,NT,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema garciai,CR,CR,No,,,,CR,B1ab(iii)+2ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema gehrti,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema gualteri,EN,EN,No,,,,EN,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema guentheri,NT,NT,No,,,,NT,B1ab(iii),No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema henselii,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema hoehnei,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema holti,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema izecksohni,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema juipoca,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema karst,CR,CR,No,,,,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)",No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema lactea,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema manezinho,EN,EN,No,,,,EN,"B1ab(ii,iii)+2ab(ii,iii)",No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema melanopygia,CR,CR,No,,,,CR,B1ab(iii),No,,,,,,,,1,,Yes,Unknown,No,Unknown
ANURA,BRACHYCEPHALIDAE,Ischnocnema nanahallux,DD,DD,No,,,,DD,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema nasuta,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
ANURA,BRACHYCEPHALIDAE,Ischnocnema nigriventris,LC,LC,No,,,,LC,,No,,,,,,,,1,,Yes,No,No,No
